"id","org_flow_in", "person_flow_in", "price_chg"
1154,"-1242.70","934.54","(+5.69\\%)"
1155,"-324.79","-681.97","(-1.44\\%)"
1156,"-32.47","-791.84","(-2.27\\%)"
1157,"-183.52","-540.64","(-1.08\\%)"
1158,"0.00","0.00","(0.00\\%)"
1159,"0.00","0.00","(0.00\\%)"
1160,"-1406.47","-584.45","(+0.11\\%)"
1161,"2788.84","-1244.56","(+0.80\\%)"
1162,"-129.30","-121.17","(-0.45\\%)"
1163,"0.00","0.00","(0.00\\%)"
1164,"-1884.40","-485.29","(-1.88\\%)"
1165,"366.25","-716.33","(+1.80\\%)"
1166,"2237.69","177.56","(+1.45\\%)"
1167,"1321.52","-344.85","(+4.24\\%)"
1168,"3969.32","-3508.93","(+0.12\\%)"
1169,"1058.47","-871.56","(+5.04\\%)"
1170,"1450.02","965.10","(+1.81\\%)"
1171,"-1117.50","-1252.13","(-1.95\\%)"
1172,"-4428.21","-561.50","(-1.63\\%)"
1173,"-872.18","-670.49","(-1.27\\%)"
1174,"-313.96","-1221.10","(-2.01\\%)"
1175,"-868.88","-712.12","(-3.31\\%)"
1176,"-632.87","-486.62","(-0.79\\%)"
1177,"35.34","-201.92","(-1.44\\%)"
1178,"-108.49","-798.92","(-0.72\\%)"
1179,"-845.50","91.58","(-1.42\\%)"
1180,"1444.75","-745.31","(+0.52\\%)"
1181,"498.56","-1048.85","(-0.92\\%)"
1182,"-625.03","-519.06","(-0.88\\%)"
1183,"-11322.26","-2210.86","(-6.24\\%)"
1184,"-223.51","-604.62","(-1.20\\%)"
1185,"-3271.11","-1053.15","(-3.62\\%)"
1186,"-3576.05","-507.15","(-1.45\\%)"
1187,"-2655.78","-358.37","(-2.01\\%)"
1188,"44.16","-590.47","(0.00\\%)"
1189,"-550.48","-867.71","(-3.41\\%)"
1190,"0.00","0.00","(0.00\\%)"
1191,"-2520.66","-1526.31","(-4.61\\%)"
1192,"-167.63","-509.62","(-1.52\\%)"
1193,"-702.01","-653.32","(-1.54\\%)"
1194,"0.00","0.00","(0.00\\%)"
1195,"-32.47","-791.84","(-2.27\\%)"
1196,"-117.81","-596.07","(-2.17\\%)"
1197,"-2146.70","-1809.16","(-1.85\\%)"
1198,"0.00","0.00","(0.00\\%)"
1199,"453.05","-462.83","(-1.35\\%)"
1200,"-1406.47","-584.45","(+0.11\\%)"
1201,"-171.72","-473.42","(+0.04\\%)"
1202,"-129.30","-121.17","(-0.45\\%)"
1203,"-146.41","-569.67","(-1.63\\%)"
1204,"366.25","-716.33","(+1.80\\%)"
1205,"-34.00","-340.51","(-1.21\\%)"
1206,"0.00","-551.72","(-1.48\\%)"
1207,"1321.52","-344.85","(+4.24\\%)"
1208,"1058.47","-871.56","(+5.04\\%)"
1209,"-180.01","-741.38","(-2.45\\%)"
1210,"-1117.50","-1252.13","(-1.95\\%)"
1211,"-705.83","-117.52","(+0.08\\%)"
1212,"-313.96","-1221.10","(-2.01\\%)"
1213,"-7783.75","-931.30","(-1.85\\%)"
1214,"0.00","0.00","(0.00\\%)"
1215,"252.41","-416.17","(-0.50\\%)"
1216,"-632.87","-486.62","(-0.79\\%)"
1217,"-1859.34","-1165.47","(-3.42\\%)"
1218,"-108.49","-798.92","(-0.72\\%)"
1219,"834.80","-1291.80","(+0.79\\%)"
1220,"1444.75","-745.31","(+0.52\\%)"
1221,"131.87","-390.23","(-1.45\\%)"
1222,"-11322.26","-2210.86","(-6.24\\%)"
1223,"-1156.14","-746.79","(-2.17\\%)"
1224,"-3271.11","-1053.15","(-3.62\\%)"
1225,"-7122.77","-932.02","(-0.94\\%)"
1226,"-2655.78","-358.37","(-2.01\\%)"
1227,"-3709.47","-1245.38","(+2.54\\%)"
1228,"-550.48","-867.71","(-3.41\\%)"
1229,"-1590.81","-866.94","(-1.90\\%)"
1230,"-527.72","174.80","(+0.17\\%)"
1231,"-167.63","-509.62","(-1.52\\%)"
1232,"0.00","0.00","(0.00\\%)"
1233,"-172.34","-835.99","(-2.01\\%)"
1234,"-32.47","-791.84","(-2.27\\%)"
1235,"-36137.19","-800.39","(-4.24\\%)"
1236,"0.00","0.00","(0.00\\%)"
1237,"-4685.28","-1145.26","(-1.26\\%)"
1238,"103.36","-263.73","(-1.71\\%)"
1239,"-1406.47","-584.45","(+0.11\\%)"
1240,"-1034.52","-827.65","(-3.07\\%)"
1241,"-129.30","-121.17","(-0.45\\%)"
1242,"-620.98","-768.49","(-1.97\\%)"
1243,"366.25","-716.33","(+1.80\\%)"
1244,"275.17","-279.70","(-0.56\\%)"
1245,"1321.52","-344.85","(+4.24\\%)"
1246,"-431.94","-209.18","(-1.30\\%)"
1247,"-587.99","-497.14","(-1.43\\%)"
1248,"1058.47","-871.56","(+5.04\\%)"
1249,"-141.39","-67.42","(+0.23\\%)"
1250,"-1117.50","-1252.13","(-1.95\\%)"
1251,"-4063.48","-2154.66","(-7.50\\%)"
1252,"-313.96","-1221.10","(-2.01\\%)"
1253,"-1243.24","-861.53","(-0.82\\%)"
1254,"-632.87","-486.62","(-0.79\\%)"
1255,"298.27","-120.49","(+0.26\\%)"
1256,"-1254.53","-1213.61","(-6.52\\%)"
1257,"-108.49","-798.92","(-0.72\\%)"
1258,"-246.74","-301.84","(-0.94\\%)"
1259,"1444.75","-745.31","(+0.52\\%)"
1260,"-514.47","-295.57","(-1.88\\%)"
1261,"-11322.26","-2210.86","(-6.24\\%)"
1262,"-3271.11","-1053.15","(-3.62\\%)"
1263,"0.00","-81.41","(-0.62\\%)"
1264,"-643.91","-643.95","(-1.02\\%)"
1265,"-2655.78","-358.37","(-2.01\\%)"
1266,"-2077.45","-1412.99","(-4.11\\%)"
1267,"-550.48","-867.71","(-3.41\\%)"
1268,"-905.54","-641.96","(-1.31\\%)"
1269,"-167.63","-509.62","(-1.52\\%)"
1270,"-287.48","941.92","(+0.23\\%)"
1271,"0.00","0.00","(0.00\\%)"
1272,"-207.37","-429.16","(-0.99\\%)"
1273,"-32.47","-791.84","(-2.27\\%)"
1274,"982.26","725.71","(+3.21\\%)"
1275,"0.00","0.00","(0.00\\%)"
1276,"-1756.29","-911.43","(-3.48\\%)"
1277,"-1406.47","-584.45","(+0.11\\%)"
1278,"-4063.53","-159.02","(-0.61\\%)"
1279,"-755.56","-943.53","(-2.52\\%)"
1280,"-129.30","-121.17","(-0.45\\%)"
1281,"0.00","0.00","(0.00\\%)"
1282,"366.25","-716.33","(+1.80\\%)"
1283,"-193.88","-1273.23","(-2.83\\%)"
1284,"1321.52","-344.85","(+4.24\\%)"
1285,"-1914.21","-1339.95","(-3.22\\%)"
1286,"1058.47","-871.56","(+5.04\\%)"
1287,"0.00","0.00","(0.00\\%)"
1288,"-1117.50","-1252.13","(-1.95\\%)"
1289,"-851.69","-689.22","(-2.22\\%)"
1290,"-313.96","-1221.10","(-2.01\\%)"
1291,"-423.73","-779.43","(-1.31\\%)"
1292,"0.71","-24.49","(+0.73\\%)"
1293,"-632.87","-486.62","(-0.79\\%)"
1294,"-1344.41","-1079.62","(-1.99\\%)"
1295,"-108.49","-798.92","(-0.72\\%)"
1296,"-844.08","-304.40","(-2.02\\%)"
1297,"1444.75","-745.31","(+0.52\\%)"
1298,"-524.01","-546.68","(-1.96\\%)"
1299,"-133.29","-634.69","(-1.54\\%)"
1300,"-11322.26","-2210.86","(-6.24\\%)"
1301,"-543.04","-566.58","(-2.10\\%)"
1302,"-3271.11","-1053.15","(-3.62\\%)"
1303,"-149.54","-751.42","(-1.20\\%)"
1304,"-2655.78","-358.37","(-2.01\\%)"
1305,"-1220.58","39.14","(+0.54\\%)"
1306,"-550.48","-867.71","(-3.41\\%)"
1307,"-276.05","-414.85","(-1.30\\%)"
1308,"-230.73","-186.43","(-1.22\\%)"
1309,"-167.63","-509.62","(-1.52\\%)"
1310,"-358.76","-637.55","(-3.57\\%)"
1311,"0.00","0.00","(0.00\\%)"
1312,"-1186.01","-645.67","(-1.49\\%)"
1313,"-32.47","-791.84","(-2.27\\%)"
1314,"-12326.73","-1713.70","(-2.46\\%)"
1315,"0.00","0.00","(0.00\\%)"
1316,"-557.20","-524.08","(-1.55\\%)"
1317,"-1406.47","-584.45","(+0.11\\%)"
1318,"-439.21","-339.84","(-0.96\\%)"
1319,"-129.30","-121.17","(-0.45\\%)"
1320,"-3960.11","-1379.30","(-0.83\\%)"
1321,"366.25","-716.33","(+1.80\\%)"
1322,"404.69","77.12","(+0.93\\%)"
1323,"1321.52","-344.85","(+4.24\\%)"
1324,"-1134.44","-739.24","(-0.87\\%)"
1325,"1058.47","-871.56","(+5.04\\%)"
1326,"-520.40","-389.17","(-0.95\\%)"
1327,"-1117.50","-1252.13","(-1.95\\%)"
1328,"3660.56","11.89","(+4.20\\%)"
1329,"-313.96","-1221.10","(-2.01\\%)"
1330,"-106.45","-322.81","(-2.07\\%)"
1331,"-657.63","-273.33","(-0.79\\%)"
1332,"-632.87","-486.62","(-0.79\\%)"
1333,"-888.79","-300.71","(-1.08\\%)"
1334,"-108.49","-798.92","(-0.72\\%)"
1335,"-399.16","-420.16","(-2.38\\%)"
1336,"1444.75","-745.31","(+0.52\\%)"
1337,"156.31","-98.87","(-0.13\\%)"
1338,"-11322.26","-2210.86","(-6.24\\%)"
1339,"-1186.26","-1427.54","(-1.63\\%)"
1340,"0.00","0.00","(0.00\\%)"
1341,"-3271.11","-1053.15","(-3.62\\%)"
1342,"-811.97","-561.00","(-1.88\\%)"
1343,"-2655.78","-358.37","(-2.01\\%)"
1344,"-357.12","-186.96","(-1.08\\%)"
1345,"-550.48","-867.71","(-3.41\\%)"
1346,"296.21","-264.04","(+0.53\\%)"
1347,"-745.81","-1407.11","(-4.26\\%)"
1348,"-167.63","-509.62","(-1.52\\%)"
1349,"46.18","-130.37","(-1.72\\%)"
1350,"-583.66","115.46","(+0.28\\%)"
1351,"0.00","0.00","(0.00\\%)"
1352,"-729.15","-1095.63","(-1.61\\%)"
1353,"-32.47","-791.84","(-2.27\\%)"
1354,"-2318.34","-1486.11","(-1.60\\%)"
1355,"0.00","0.00","(0.00\\%)"
1356,"-1020.35","-1379.43","(-2.05\\%)"
1357,"-283.04","72.00","(-0.85\\%)"
1358,"-1406.47","-584.45","(+0.11\\%)"
1359,"-129.30","-121.17","(-0.45\\%)"
1360,"-850.38","-1268.71","(-1.49\\%)"
1361,"366.25","-716.33","(+1.80\\%)"
1362,"154.75","-20.41","(+0.57\\%)"
1363,"1321.52","-344.85","(+4.24\\%)"
1364,"-896.43","-483.72","(-0.85\\%)"
1365,"82014.99","-3569.08","(+1.59\\%)"
1366,"1058.47","-871.56","(+5.04\\%)"
1367,"-1117.50","-1252.13","(-1.95\\%)"
1368,"-1058.12","-1073.21","(-3.99\\%)"
1369,"-313.96","-1221.10","(-2.01\\%)"
1370,"-28.22","-457.70","(-0.58\\%)"
1371,"-632.87","-486.62","(-0.79\\%)"
1372,"2851.39","211.34","(+1.37\\%)"
1373,"-2247.11","-1265.82","(-2.43\\%)"
1374,"-108.49","-798.92","(-0.72\\%)"
1375,"0.00","0.00","(0.00\\%)"
1376,"1444.75","-745.31","(+0.52\\%)"
1377,"0.00","0.00","(0.00\\%)"
1378,"-11322.26","-2210.86","(-6.24\\%)"
1379,"-786.92","-946.69","(-4.82\\%)"
1380,"-3271.11","-1053.15","(-3.62\\%)"
1381,"-787.97","-894.69","(-1.86\\%)"
1382,"-225.96","-438.03","(-1.11\\%)"
1383,"-2655.78","-358.37","(-2.01\\%)"
1384,"-1049.75","-1519.82","(-5.56\\%)"
1385,"-3208.80","-180.58","(+1.69\\%)"
1386,"-550.48","-867.71","(-3.41\\%)"
1387,"-2811.84","-419.79","(-4.68\\%)"
1388,"-167.63","-509.62","(-1.52\\%)"
1389,"0.00","0.00","(0.00\\%)"
1390,"-555.74","-508.22","(0.00\\%)"
1391,"0.00","0.00","(0.00\\%)"
1392,"-1289.89","-242.28","(-2.83\\%)"
1393,"-32.47","-791.84","(-2.27\\%)"
1394,"1149.79","90.52","(+1.08\\%)"
1395,"0.00","0.00","(0.00\\%)"
1396,"-31.91","220.90","(+1.06\\%)"
1397,"-1406.47","-584.45","(+0.11\\%)"
1398,"329.88","-203.48","(+0.25\\%)"
1399,"-3901.09","-859.07","(-3.68\\%)"
1400,"-129.30","-121.17","(-0.45\\%)"
1401,"366.25","-716.33","(+1.80\\%)"
1402,"813.92","-672.30","(-3.65\\%)"
1403,"1321.52","-344.85","(+4.24\\%)"
1404,"-542.40","-217.50","(-1.15\\%)"
1405,"1058.47","-871.56","(+5.04\\%)"
1406,"-1388.52","-362.82","(-2.85\\%)"
1407,"-721.83","-992.94","(-4.62\\%)"
1408,"-1117.50","-1252.13","(-1.95\\%)"
1409,"-1678.89","-1380.72","(-5.15\\%)"
1410,"-313.96","-1221.10","(-2.01\\%)"
1411,"-1117.74","-327.19","(-1.55\\%)"
1412,"-632.87","-486.62","(-0.79\\%)"
1413,"-61.11","-884.94","(-0.42\\%)"
1414,"-108.49","-798.92","(-0.72\\%)"
1415,"-160.04","-551.95","(-1.13\\%)"
1416,"-2258.45","-1301.09","(-2.00\\%)"
1417,"1444.75","-745.31","(+0.52\\%)"
1418,"0.00","0.00","(0.00\\%)"
1419,"-11322.26","-2210.86","(-6.24\\%)"
1420,"-904.67","-1481.41","(-0.87\\%)"
1421,"-3271.11","-1053.15","(-3.62\\%)"
1422,"1214.52","147.38","(+1.60\\%)"
1423,"1499.79","-753.46","(+0.53\\%)"
1424,"-2655.78","-358.37","(-2.01\\%)"
1425,"-550.48","-867.71","(-3.41\\%)"
1426,"-1374.65","-1744.50","(-4.94\\%)"
1427,"-6593.47","-2562.51","(-10.00\\%)"
1428,"-167.63","-509.62","(-1.52\\%)"
1429,"-344.70","-998.93","(-2.95\\%)"
1430,"0.00","0.00","(0.00\\%)"
1431,"1139.50","495.70","(+2.17\\%)"
1432,"-32.47","-791.84","(-2.27\\%)"
1433,"-115.58","-626.58","(-2.11\\%)"
1434,"0.00","0.00","(0.00\\%)"
1435,"-8.44","-1707.43","(+3.01\\%)"
1436,"-1406.47","-584.45","(+0.11\\%)"
1437,"-1506.71","-932.05","(-1.37\\%)"
1438,"-129.30","-121.17","(-0.45\\%)"
1439,"-243.60","23.15","(-1.15\\%)"
1440,"-1220.22","-1140.53","(-1.75\\%)"
1441,"366.25","-716.33","(+1.80\\%)"
1442,"1321.52","-344.85","(+4.24\\%)"
1443,"-2815.23","-2558.42","(-6.80\\%)"
1444,"1058.47","-871.56","(+5.04\\%)"
1445,"-2064.61","-384.72","(-3.28\\%)"
1446,"-1117.50","-1252.13","(-1.95\\%)"
1447,"-3.52","-914.83","(-0.10\\%)"
1448,"-313.96","-1221.10","(-2.01\\%)"
1449,"-4536.45","-905.23","(-1.10\\%)"
1450,"0.00","0.00","(0.00\\%)"
1451,"-632.87","-486.62","(-0.79\\%)"
1452,"-848.52","-444.33","(-2.10\\%)"
1453,"-108.49","-798.92","(-0.72\\%)"
1454,"-1506.80","-754.63","(-1.60\\%)"
1455,"1444.75","-745.31","(+0.52\\%)"
1456,"1614.41","-453.00","(+1.40\\%)"
1457,"-11322.26","-2210.86","(-6.24\\%)"
1458,"-863.88","-321.40","(-1.33\\%)"
1459,"-2293.70","-861.91","(-2.08\\%)"
1460,"-3271.11","-1053.15","(-3.62\\%)"
1461,"601.17","383.17","(0.00\\%)"
1462,"-2655.78","-358.37","(-2.01\\%)"
1463,"-1278.39","-602.29","(-1.69\\%)"
1464,"-657.12","-1063.92","(-3.98\\%)"
1465,"-550.48","-867.71","(-3.41\\%)"
1466,"-581.32","-775.99","(-1.59\\%)"
1467,"-362.79","-610.21","(-0.94\\%)"
1468,"-167.63","-509.62","(-1.52\\%)"
1469,"-2557.15","-854.40","(-2.83\\%)"
1470,"0.00","0.00","(0.00\\%)"
1471,"-23573.12","-1785.06","(-1.40\\%)"
1472,"-32.47","-791.84","(-2.27\\%)"
1473,"0.00","0.00","(0.00\\%)"
1474,"-899.61","92.70","(+0.47\\%)"
1475,"19.60","-834.22","(-2.36\\%)"
1476,"-1406.47","-584.45","(+0.11\\%)"
1477,"-129.30","-121.17","(-0.45\\%)"
1478,"-265.80","-225.86","(-0.32\\%)"
1479,"366.25","-716.33","(+1.80\\%)"
1480,"-11485.31","-943.05","(-7.01\\%)"
1481,"1321.52","-344.85","(+4.24\\%)"
1482,"-1421.42","-1033.17","(-1.99\\%)"
1483,"1058.47","-871.56","(+5.04\\%)"
1484,"6274.19","270.29","(+4.67\\%)"
1485,"-1117.50","-1252.13","(-1.95\\%)"
1486,"-219.60","-153.06","(+0.12\\%)"
1487,"-313.96","-1221.10","(-2.01\\%)"
1488,"0.00","0.00","(0.00\\%)"
1489,"-632.87","-486.62","(-0.79\\%)"
1490,"-3094.02","-151.18","(-0.53\\%)"
1491,"0.00","0.00","(0.00\\%)"
1492,"-108.49","-798.92","(-0.72\\%)"
1493,"-64.89","308.26","(-0.12\\%)"
1494,"1444.75","-745.31","(+0.52\\%)"
1495,"-15.07","-191.66","(-0.47\\%)"
1496,"-11322.26","-2210.86","(-6.24\\%)"
1497,"-576.81","-610.78","(-1.41\\%)"
1498,"-3271.11","-1053.15","(-3.62\\%)"
1499,"-117.57","-791.33","(-1.01\\%)"
1500,"0.00","0.00","(0.00\\%)"
1501,"-2655.78","-358.37","(-2.01\\%)"
1502,"8928.80","-2369.58","(+0.99\\%)"
1503,"-550.48","-867.71","(-3.41\\%)"
1504,"-590.06","-325.16","(-1.62\\%)"
1505,"-6309.51","-2868.04","(-7.05\\%)"
1506,"-167.63","-509.62","(-1.52\\%)"
1507,"985.28","463.18","(+3.47\\%)"
1508,"-400.13","-79.53","(+0.52\\%)"
1509,"0.00","0.00","(0.00\\%)"
1510,"-176.63","-526.96","(-1.79\\%)"
1511,"-32.47","-791.84","(-2.27\\%)"
1512,"161.41","-808.15","(-1.91\\%)"
1513,"0.00","0.00","(0.00\\%)"
1514,"-630.49","-234.73","(-1.27\\%)"
1515,"-1406.47","-584.45","(+0.11\\%)"
1516,"-454.57","-744.01","(-1.44\\%)"
1517,"-129.30","-121.17","(-0.45\\%)"
1518,"-1003.84","-681.42","(-2.97\\%)"
1519,"-3237.09","-1352.63","(-2.15\\%)"
1520,"366.25","-716.33","(+1.80\\%)"
1521,"-33.75","366.55","(+0.49\\%)"
1522,"1321.52","-344.85","(+4.24\\%)"
1523,"-979.47","-1481.23","(-1.89\\%)"
1524,"1058.47","-871.56","(+5.04\\%)"
1525,"761.10","-560.59","(-1.03\\%)"
1526,"-1117.50","-1252.13","(-1.95\\%)"
1527,"-1470.22","-367.76","(-1.49\\%)"
1528,"-313.96","-1221.10","(-2.01\\%)"
1529,"-136.70","-685.72","(-2.74\\%)"
1530,"-632.87","-486.62","(-0.79\\%)"
1531,"-960.94","-1472.61","(-3.69\\%)"
1532,"-108.49","-798.92","(-0.72\\%)"
1533,"-561.63","-259.19","(-0.07\\%)"
1534,"-1358.59","-620.39","(-1.08\\%)"
1535,"1444.75","-745.31","(+0.52\\%)"
1536,"-359.93","-508.41","(-3.02\\%)"
1537,"-11322.26","-2210.86","(-6.24\\%)"
1538,"-324.69","-468.81","(-1.85\\%)"
1539,"-3271.11","-1053.15","(-3.62\\%)"
1540,"-7798.00","-3122.06","(-5.03\\%)"
1541,"-2655.78","-358.37","(-2.01\\%)"
1542,"-2477.62","-663.72","(-2.96\\%)"
1543,"-550.48","-867.71","(-3.41\\%)"
1544,"-1319.35","552.35","(+1.23\\%)"
1545,"-167.63","-509.62","(-1.52\\%)"
1546,"-894.71","-671.79","(0.00\\%)"
1547,"0.00","0.00","(0.00\\%)"
1548,"-1118.71","-569.18","(-0.99\\%)"
1549,"-32.47","-791.84","(-2.27\\%)"
1550,"-93.57","-460.84","(-2.03\\%)"
1551,"-175.77","-354.80","(-1.45\\%)"
1552,"0.00","0.00","(0.00\\%)"
1553,"-6749.26","-2481.76","(-9.91\\%)"
1554,"-1406.47","-584.45","(+0.11\\%)"
1555,"-144.67","-318.52","(-0.93\\%)"
1556,"-129.30","-121.17","(-0.45\\%)"
1557,"-247.67","-89.82","(-1.19\\%)"
1558,"-2262.78","-1288.85","(-2.19\\%)"
1559,"366.25","-716.33","(+1.80\\%)"
1560,"1292.79","322.66","(+0.36\\%)"
1561,"1321.52","-344.85","(+4.24\\%)"
1562,"-236.56","-644.83","(-0.66\\%)"
1563,"1058.47","-871.56","(+5.04\\%)"
1564,"-2605.72","-373.97","(+0.72\\%)"
1565,"-1117.50","-1252.13","(-1.95\\%)"
1566,"0.00","0.00","(0.00\\%)"
1567,"-258.81","-1047.39","(-3.18\\%)"
1568,"-313.96","-1221.10","(-2.01\\%)"
1569,"-632.87","-486.62","(-0.79\\%)"
1570,"-108.19","-731.16","(-1.13\\%)"
1571,"-108.49","-798.92","(-0.72\\%)"
1572,"-124.56","-154.77","(0.00\\%)"
1573,"1444.75","-745.31","(+0.52\\%)"
1574,"-234.99","-845.52","(+0.78\\%)"
1575,"-512.92","-806.17","(-0.63\\%)"
1576,"-11322.26","-2210.86","(-6.24\\%)"
1577,"-589.82","-729.07","(-1.62\\%)"
1578,"-3271.11","-1053.15","(-3.62\\%)"
1579,"441.77","-258.25","(+0.25\\%)"
1580,"-2655.78","-358.37","(-2.01\\%)"
1581,"-395.31","-351.61","(+0.09\\%)"
1582,"-550.48","-867.71","(-3.41\\%)"
1583,"413.36","126.23","(+0.15\\%)"
1584,"-286.93","-144.91","(-1.09\\%)"
1585,"-6967.69","-1520.74","(-4.07\\%)"
1586,"-167.63","-509.62","(-1.52\\%)"
1587,"0.00","0.00","(0.00\\%)"
1588,"0.00","0.00","(0.00\\%)"
1589,"-1471.80","-1212.63","(-2.33\\%)"
1590,"-32.47","-791.84","(-2.27\\%)"
1591,"142.41","166.91","(+0.72\\%)"
1592,"-2191.78","-302.24","(-5.87\\%)"
1593,"0.00","0.00","(0.00\\%)"
1594,"-378.55","-851.30","(-2.17\\%)"
1595,"-1406.47","-584.45","(+0.11\\%)"
1596,"-129.30","-121.17","(-0.45\\%)"
1597,"-4287.68","-453.29","(-2.55\\%)"
1598,"366.25","-716.33","(+1.80\\%)"
1599,"-547.41","-825.51","(-0.94\\%)"
1600,"-106.33","-567.84","(-1.30\\%)"
1601,"1321.52","-344.85","(+4.24\\%)"
1602,"-1194.77","9.17","(-0.24\\%)"
1603,"1058.47","-871.56","(+5.04\\%)"
1604,"-164.09","-129.99","(+0.31\\%)"
1605,"-1117.50","-1252.13","(-1.95\\%)"
1606,"-3415.32","-1445.99","(-5.10\\%)"
1607,"-313.96","-1221.10","(-2.01\\%)"
1608,"-354.85","-356.11","(-0.77\\%)"
1609,"-632.87","-486.62","(-0.79\\%)"
1610,"-108.49","-798.92","(-0.72\\%)"
1611,"-1585.27","-1689.55","(+1.53\\%)"
1612,"1003.50","-146.28","(+0.30\\%)"
1613,"1444.75","-745.31","(+0.52\\%)"
1614,"0.00","0.00","(0.00\\%)"
1615,"-11322.26","-2210.86","(-6.24\\%)"
1616,"-8133.58","-1290.86","(-5.26\\%)"
1617,"-3271.11","-1053.15","(-3.62\\%)"
1618,"0.00","0.00","(0.00\\%)"
1619,"-598.62","-1078.61","(-2.08\\%)"
1620,"-2655.78","-358.37","(-2.01\\%)"
1621,"-550.48","-867.71","(-3.41\\%)"
1622,"-4951.02","-1948.09","(-5.00\\%)"
1623,"-520.79","-46.58","(-1.75\\%)"
1624,"-167.63","-509.62","(-1.52\\%)"
1625,"-1108.26","-1028.47","(-1.10\\%)"
1626,"0.00","0.00","(0.00\\%)"
1627,"-281.30","-603.04","(-0.73\\%)"
1628,"-3459.04","-1313.41","(-2.94\\%)"
1629,"-32.47","-791.84","(-2.27\\%)"
1630,"0.00","0.00","(0.00\\%)"
1631,"109.24","-304.20","(-0.50\\%)"
1632,"-596.18","-450.11","(-1.27\\%)"
1633,"-1406.47","-584.45","(+0.11\\%)"
1634,"-172.87","215.52","(-0.38\\%)"
1635,"-129.30","-121.17","(-0.45\\%)"
1636,"-7310.46","-3713.04","(-4.68\\%)"
1637,"-609.14","-895.65","(-2.10\\%)"
1638,"366.25","-716.33","(+1.80\\%)"
1639,"0.00","0.00","(0.00\\%)"
1640,"1321.52","-344.85","(+4.24\\%)"
1641,"-332.60","-550.56","(-1.87\\%)"
1642,"1058.47","-871.56","(+5.04\\%)"
1643,"-2565.65","-2164.29","(-3.69\\%)"
1644,"-574.09","-716.54","(-3.90\\%)"
1645,"-1117.50","-1252.13","(-1.95\\%)"
1646,"-313.96","-1221.10","(-2.01\\%)"
1647,"-8889.07","-1010.74","(-4.48\\%)"
1648,"2086.85","-147.53","(+1.92\\%)"
1649,"-632.87","-486.62","(-0.79\\%)"
1650,"-108.49","-798.92","(-0.72\\%)"
1651,"1444.75","-745.31","(+0.52\\%)"
1652,"-1331.13","-79.70","(-1.22\\%)"
1653,"-11322.26","-2210.86","(-6.24\\%)"
1654,"762.57","15.23","(+1.00\\%)"
1655,"-3271.11","-1053.15","(-3.62\\%)"
1656,"31.49","-12.57","(+0.55\\%)"
1657,"-2655.78","-358.37","(-2.01\\%)"
1658,"0.00","0.00","(0.00\\%)"
1659,"-1131.38","-796.94","(-2.17\\%)"
1660,"-550.48","-867.71","(-3.41\\%)"
1661,"-3994.70","-783.77","(-6.81\\%)"
1662,"-167.63","-509.62","(-1.52\\%)"
1663,"-262.34","-354.40","(-1.14\\%)"
1664,"0.00","0.00","(0.00\\%)"
1665,"372.81","79.66","(-0.40\\%)"
1666,"-32.47","-791.84","(-2.27\\%)"
1667,"-2282.34","-1636.15","(-4.05\\%)"
1668,"-4397.67","186.26","(+0.40\\%)"
1669,"0.00","0.00","(0.00\\%)"
1670,"-634.45","-580.50","(-1.32\\%)"
1671,"-1406.47","-584.45","(+0.11\\%)"
1672,"-694.50","-445.97","(-2.33\\%)"
1673,"-129.30","-121.17","(-0.45\\%)"
1674,"-2632.31","-887.83","(-2.11\\%)"
1675,"-343.65","-625.77","(-1.68\\%)"
1676,"366.25","-716.33","(+1.80\\%)"
1677,"1271.72","-865.42","(-1.26\\%)"
1678,"1321.52","-344.85","(+4.24\\%)"
1679,"-266.95","-583.39","(-2.04\\%)"
1680,"1058.47","-871.56","(+5.04\\%)"
1681,"934.00","154.81","(+0.89\\%)"
1682,"-1117.50","-1252.13","(-1.95\\%)"
1683,"-641.63","-1372.42","(+0.48\\%)"
1684,"-979.95","-388.12","(-1.06\\%)"
1685,"-313.96","-1221.10","(-2.01\\%)"
1686,"351.11","-66.81","(+0.09\\%)"
1687,"-632.87","-486.62","(-0.79\\%)"
1688,"0.00","0.00","(0.00\\%)"
1689,"-108.49","-798.92","(-0.72\\%)"
1690,"-92.35","-653.23","(-1.50\\%)"
1691,"1444.75","-745.31","(+0.52\\%)"
1692,"2861.41","-536.44","(+0.25\\%)"
1693,"44.29","470.36","(+1.24\\%)"
1694,"-11322.26","-2210.86","(-6.24\\%)"
1695,"-3271.11","-1053.15","(-3.62\\%)"
1696,"196.60","-231.97","(-0.69\\%)"
1697,"-2655.78","-358.37","(-2.01\\%)"
1698,"0.00","0.00","(0.00\\%)"
1699,"-550.48","-867.71","(-3.41\\%)"
1700,"-1019.11","-719.15","(-1.98\\%)"
1701,"-2070.75","-790.04","(-2.41\\%)"
1702,"-167.63","-509.62","(-1.52\\%)"
1703,"0.00","0.00","(0.00\\%)"
1704,"44.89","-178.90","(-1.14\\%)"
1705,"-32.47","-791.84","(-2.27\\%)"
1706,"579.10","48.28","(+0.32\\%)"
1707,"-754.35","175.76","(+1.20\\%)"
1708,"0.00","0.00","(0.00\\%)"
1709,"1195.23","-384.54","(+0.69\\%)"
1710,"-1406.47","-584.45","(+0.11\\%)"
